"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 3:56 PM (GMT)"
"Duration","3:04:00"
"Participant Count","352"
"Participant Limit","350"
"Exercise Type","Binary"
"",""
"Question ID","Participant ID","Thought ID","Vote","Timestamp"
"d43007ad-700d-4ed2-b51e-035e730eadad","e6035438-ff2f-4926-8fd0-d2e629c38734","38dc0482-23dd-45e0-b396-6c80983354ef","Agree","June 25, 2024 at 3:59 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","af95d5fd-6018-4c6c-82e7-a834f664960e","38dc0482-23dd-45e0-b396-6c80983354ef","Agree","June 25, 2024 at 4:00 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","af95d5fd-6018-4c6c-82e7-a834f664960e","64063ad4-d84e-4316-967c-f1924d6bd23d","Agree","June 25, 2024 at 4:00 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","7e64bba4-d232-436b-981a-2c7779ab16b1","6aa898f6-852f-4688-bf4c-8ee9a4d3fcc1","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","64063ad4-d84e-4316-967c-f1924d6bd23d","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","fee145ef-cde6-43d0-af8c-d12d2210ff86","40887df9-22c8-490a-ae31-7eeb2a85327e","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","6aa898f6-852f-4688-bf4c-8ee9a4d3fcc1","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","7e64bba4-d232-436b-981a-2c7779ab16b1","38dc0482-23dd-45e0-b396-6c80983354ef","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","fee145ef-cde6-43d0-af8c-d12d2210ff86","064eece3-23b8-4fbe-9814-ff5ecd868f02","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","fee145ef-cde6-43d0-af8c-d12d2210ff86","38dc0482-23dd-45e0-b396-6c80983354ef","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","f3e4e3e4-2e4b-4c22-906b-a1a7e46b1182","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","db5f7e77-cffc-448a-a94a-cf6bbaccf921","f3e4e3e4-2e4b-4c22-906b-a1a7e46b1182","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","40887df9-22c8-490a-ae31-7eeb2a85327e","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","7e64bba4-d232-436b-981a-2c7779ab16b1","64063ad4-d84e-4316-967c-f1924d6bd23d","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","db5f7e77-cffc-448a-a94a-cf6bbaccf921","a9b5607f-aef4-4b44-ba3b-1e338649bb8e","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","38dc0482-23dd-45e0-b396-6c80983354ef","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","fee145ef-cde6-43d0-af8c-d12d2210ff86","f3e4e3e4-2e4b-4c22-906b-a1a7e46b1182","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","db5f7e77-cffc-448a-a94a-cf6bbaccf921","64063ad4-d84e-4316-967c-f1924d6bd23d","Agree","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","fee145ef-cde6-43d0-af8c-d12d2210ff86","64063ad4-d84e-4316-967c-f1924d6bd23d","Agree","June 25, 2024 at 4:01 PM (GMT)"
