"Name","US foreign relations"
"Title","US involvement in other countries' armed conflicts"
"Date","June 25, 2024 at 3:56 PM (GMT)"
"Duration","3:04:00"
"Participant Count","352"
"Participant Limit","350"
"Exercise Type","Preference"
"",""
"Question ID","Participant ID","Thought A ID","Thought B ID","Vote","Timestamp"
"d43007ad-700d-4ed2-b51e-035e730eadad","e6035438-ff2f-4926-8fd0-d2e629c38734","38dc0482-23dd-45e0-b396-6c80983354ef","64063ad4-d84e-4316-967c-f1924d6bd23d","Thought A","June 25, 2024 at 3:59 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","af95d5fd-6018-4c6c-82e7-a834f664960e","38dc0482-23dd-45e0-b396-6c80983354ef","64063ad4-d84e-4316-967c-f1924d6bd23d","Thought A","June 25, 2024 at 3:59 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","af95d5fd-6018-4c6c-82e7-a834f664960e","38dc0482-23dd-45e0-b396-6c80983354ef","40887df9-22c8-490a-ae31-7eeb2a85327e","Thought A","June 25, 2024 at 3:59 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","af95d5fd-6018-4c6c-82e7-a834f664960e","40887df9-22c8-490a-ae31-7eeb2a85327e","64063ad4-d84e-4316-967c-f1924d6bd23d","Thought A","June 25, 2024 at 4:00 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","6de051e8-1f2e-410b-a46f-01936ea2b7b5","38dc0482-23dd-45e0-b396-6c80983354ef","64063ad4-d84e-4316-967c-f1924d6bd23d","Thought A","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","38dc0482-23dd-45e0-b396-6c80983354ef","6aa898f6-852f-4688-bf4c-8ee9a4d3fcc1","Thought B","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","6de051e8-1f2e-410b-a46f-01936ea2b7b5","38dc0482-23dd-45e0-b396-6c80983354ef","a9b5607f-aef4-4b44-ba3b-1e338649bb8e","These are similar","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","0f08500c-385e-4639-8647-dafd362815d7","38dc0482-23dd-45e0-b396-6c80983354ef","a9b5607f-aef4-4b44-ba3b-1e338649bb8e","Thought B","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","db5f7e77-cffc-448a-a94a-cf6bbaccf921","40887df9-22c8-490a-ae31-7eeb2a85327e","6aa898f6-852f-4688-bf4c-8ee9a4d3fcc1","Thought A","June 25, 2024 at 4:01 PM (GMT)"
"d43007ad-700d-4ed2-b51e-035e730eadad","db5f7e77-cffc-448a-a94a-cf6bbaccf921","1fbbf098-9317-496c-8779-68121fb4c83f","38dc0482-23dd-45e0-b396-6c80983354ef","Thought A","June 25, 2024 at 4:01 PM (GMT)"
