"Name","Right to assemble"
"Title","Right to assemble"
"Date","June 25, 2024 at 3:38 PM (GMT)"
"Duration","3:22:00"
"Participant Count","363"
"Participant Limit","350"
"Exercise Type","Preference"
"",""
"Question ID","Participant ID","Thought A ID","Thought B ID","Vote","Timestamp"
"db8266fb-c4e8-409d-9d38-87f009b756be","894ddd1a-3b1f-4f16-9ac4-a415797f67d9","93f332ca-365f-4fe8-ab0b-f8518f80f283","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","894ddd1a-3b1f-4f16-9ac4-a415797f67d9","93f332ca-365f-4fe8-ab0b-f8518f80f283","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","894ddd1a-3b1f-4f16-9ac4-a415797f67d9","e3784a19-ff3b-42d2-8675-e4087ae25af4","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought B","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","e3784a19-ff3b-42d2-8675-e4087ae25af4","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","cc098371-6da5-4908-9d35-bb1552edd689","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","cc098371-6da5-4908-9d35-bb1552edd689","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","93f332ca-365f-4fe8-ab0b-f8518f80f283","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","35bd07d5-e7cc-461d-8bf2-0632571e9ac8","93f332ca-365f-4fe8-ab0b-f8518f80f283","cc098371-6da5-4908-9d35-bb1552edd689","Thought A","June 25, 2024 at 3:40 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","023d3571-9c96-446a-a7b2-c8d231c2c1cc","b80e492e-fc06-4acb-b4e7-14489593afa9","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","93f332ca-365f-4fe8-ab0b-f8518f80f283","cc098371-6da5-4908-9d35-bb1552edd689","I disagree with both","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","023d3571-9c96-446a-a7b2-c8d231c2c1cc","b80e492e-fc06-4acb-b4e7-14489593afa9","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","b80e492e-fc06-4acb-b4e7-14489593afa9","cc098371-6da5-4908-9d35-bb1552edd689","I disagree with both","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","023d3571-9c96-446a-a7b2-c8d231c2c1cc","e3784a19-ff3b-42d2-8675-e4087ae25af4","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","140a1bd9-8069-47b5-abaa-b9da1e34b336","e3784a19-ff3b-42d2-8675-e4087ae25af4","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","I'm not sure","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","76c9f8ed-411d-4c4e-a595-ec66f44628b5","cc098371-6da5-4908-9d35-bb1552edd689","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","023d3571-9c96-446a-a7b2-c8d231c2c1cc","93f332ca-365f-4fe8-ab0b-f8518f80f283","cc098371-6da5-4908-9d35-bb1552edd689","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","140a1bd9-8069-47b5-abaa-b9da1e34b336","76c9f8ed-411d-4c4e-a595-ec66f44628b5","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","140a1bd9-8069-47b5-abaa-b9da1e34b336","06ab99e6-da0c-4cfb-ba1c-437e069f2474","93f332ca-365f-4fe8-ab0b-f8518f80f283","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","b4e51298-c569-4195-a656-03f9000830b8","06ab99e6-da0c-4cfb-ba1c-437e069f2474","cc098371-6da5-4908-9d35-bb1552edd689","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","023d3571-9c96-446a-a7b2-c8d231c2c1cc","06ab99e6-da0c-4cfb-ba1c-437e069f2474","76c9f8ed-411d-4c4e-a595-ec66f44628b5","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","454434db-7167-4a37-a4d9-73ce4223e627","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","140a1bd9-8069-47b5-abaa-b9da1e34b336","454434db-7167-4a37-a4d9-73ce4223e627","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","ef3e3298-c609-439c-b4cf-e2251f920141","e3784a19-ff3b-42d2-8675-e4087ae25af4","e858bcb8-ddd6-42b2-83b0-18ec5da7dc8d","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","b4e51298-c569-4195-a656-03f9000830b8","06ab99e6-da0c-4cfb-ba1c-437e069f2474","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","6ab84310-dfd3-42f3-b768-1f3d9a3f5139","06ab99e6-da0c-4cfb-ba1c-437e069f2474","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","140a1bd9-8069-47b5-abaa-b9da1e34b336","b80e492e-fc06-4acb-b4e7-14489593afa9","e3784a19-ff3b-42d2-8675-e4087ae25af4","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","ef3e3298-c609-439c-b4cf-e2251f920141","06ab99e6-da0c-4cfb-ba1c-437e069f2474","cc098371-6da5-4908-9d35-bb1552edd689","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","b4e51298-c569-4195-a656-03f9000830b8","454434db-7167-4a37-a4d9-73ce4223e627","cc098371-6da5-4908-9d35-bb1552edd689","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","ef3e3298-c609-439c-b4cf-e2251f920141","76c9f8ed-411d-4c4e-a595-ec66f44628b5","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","b4e51298-c569-4195-a656-03f9000830b8","454434db-7167-4a37-a4d9-73ce4223e627","93f332ca-365f-4fe8-ab0b-f8518f80f283","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","60884f74-8978-456c-a351-47736f956618","0058f8bf-aff4-48da-b27f-18bb053d278b","81cee59c-13da-45e4-ba2e-1db73ea59c94","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","b4e51298-c569-4195-a656-03f9000830b8","76c9f8ed-411d-4c4e-a595-ec66f44628b5","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","60884f74-8978-456c-a351-47736f956618","93f332ca-365f-4fe8-ab0b-f8518f80f283","b80e492e-fc06-4acb-b4e7-14489593afa9","Thought A","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","ef3e3298-c609-439c-b4cf-e2251f920141","454434db-7167-4a37-a4d9-73ce4223e627","cc098371-6da5-4908-9d35-bb1552edd689","Thought B","June 25, 2024 at 3:41 PM (GMT)"
"db8266fb-c4e8-409d-9d38-87f009b756be","60884f74-8978-456c-a351-47736f956618","730114f0-29d0-4d23-8655-5ed4e420769d","76c9f8ed-411d-4c4e-a595-ec66f44628b5","Thought B","June 25, 2024 at 3:41 PM (GMT)"
